"y","ave_degree","transitivity","motif_3_1","motif_3_2","motif_4_1","motif_4_2","motif_4_3","motif_4_4","motif_4_5","motif_4_6","density","community_id","week","next_y","next_ave_degree","next_transitivity","next_motif_3_1","next_motif_3_2","next_motif_4_1","next_motif_4_2","next_motif_4_3","next_motif_4_4","next_motif_4_5","next_motif_4_6","next_density","next_community_id"
3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,6,29,2,2,0,0,0,0,0,0,0,0,0,2,7
3,4,1,0,1,0,0,0,0,0,0,2,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14.2857142857143,0.905236907730673,38,121,18,3,154,0,0,210,1.0989010989011,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
11,8.36363636363636,0.67741935483871,30,21,3,21,61,0,6,10,0.836363636363636,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4.4,0.230769230769231,20,2,14,12,11,0,0,0,0.488888888888889,3,30,13,8.92307692307692,0.69375,49,37,48,14,105,0,6,35,0.743589743589744,1
2,2,0,0,0,0,0,0,0,0,0,2,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,6,30,3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,5
2,2,0,0,0,0,0,0,0,0,0,2,7,30,10,7.2,0.636363636363636,24,14,6,15,33,0,6,6,0.8,2
2,2,0,0,0,0,0,0,0,0,0,2,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0
13,8.92307692307692,0.69375,49,37,48,14,105,0,6,35,0.743589743589744,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7.2,0.636363636363636,24,14,6,15,33,0,6,6,0.8,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14.8,0.969230769230769,8,84,0,0,28,0,0,126,1.64444444444444,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8.88888888888889,0.627906976744186,32,18,24,0,44,0,16,7,1.11111111111111,4,31,10,6.4,0.532258064516129,29,11,28,3,34,0,3,5,0.711111111111111,2
3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,5,31,10,12,0.918032786885246,15,56,7,0,42,0,0,70,1.33333333333333,1
2,2,0,0,0,0,0,0,0,0,0,2,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10,12,0.918032786885246,15,56,7,0,42,0,0,70,1.33333333333333,1,32,16,7.5,0.461538461538462,91,26,223,25,142,0,11,16,0.5,1
10,6.4,0.532258064516129,29,11,28,3,34,0,3,5,0.711111111111111,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6.85714285714286,0.789473684210526,8,10,0,1,12,0,0,5,1.14285714285714,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3.33333333333333,0,4,0,0,3,0,0,0,0,0.666666666666667,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,1,0,4,0,0,0,0,0,1,2,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,6,32,16,7.5,0.461538461538462,91,26,223,25,142,0,11,16,0.5,1
3,4,1,0,1,0,0,0,0,0,0,2,7,32,16,8.75,0.529411764705882,80,30,80,57,178,1,14,12,0.583333333333333,2
3,4,1,0,1,0,0,0,0,0,0,2,7,32,4,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,4
2,2,0,0,0,0,0,0,0,0,0,2,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0
16,7.5,0.461538461538462,91,26,223,25,142,0,11,16,0.5,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0
16,8.75,0.529411764705882,80,30,80,57,178,1,14,12,0.583333333333333,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,0.87037037037037,42,94,0,0,168,0,21,131,1.36363636363636,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,0,1,0,0,0,0,0,0,2,5,33,9,6.66666666666667,0.66,17,11,4,4,28,0,0,5,0.833333333333333,1
3,4,1,0,1,0,0,0,0,0,0,2,5,33,6,7.33333333333333,0.882352941176471,4,10,0,0,6,0,0,5,1.46666666666667,2
2,2,0,0,0,0,0,0,0,0,0,2,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6.66666666666667,0.66,17,11,4,4,28,0,0,5,0.833333333333333,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7.33333333333333,0.882352941176471,4,10,0,0,6,0,0,5,1.46666666666667,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,4,34,7,9.14285714285714,0.923076923076923,5,20,0,0,10,0,0,15,1.52380952380952,2
2,2,0,0,0,0,0,0,0,0,0,2,4,34,4,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,4
2,2,0,0,0,0,0,0,0,0,0,2,5,34,9,6.66666666666667,0.673469387755102,16,11,0,5,28,0,0,5,0.833333333333333,1
2,2,0,0,0,0,0,0,0,0,0,2,5,34,3,4,1,0,1,0,0,0,0,0,0,2,5
9,6.66666666666667,0.673469387755102,16,11,0,5,28,0,0,5,0.833333333333333,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9.14285714285714,0.923076923076923,5,20,0,0,10,0,0,15,1.52380952380952,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3.33333333333333,0,7,0,4,3,0,0,0,0,0.666666666666667,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,0,1,0,0,0,0,0,0,2,5,35,2,2,0,0,0,0,0,0,0,0,0,2,6
2,2,0,0,0,0,0,0,0,0,0,2,6,35,10,4,0.136363636363636,19,1,16,11,6,0,0,0,0.444444444444444,1
2,2,0,0,0,0,0,0,0,0,0,2,6,35,2,2,0,0,0,0,0,0,0,0,0,2,6
2,2,0,0,0,0,0,0,0,0,0,2,7,35,3,4,1,0,1,0,0,0,0,0,0,2,3
10,4,0.136363636363636,19,1,16,11,6,0,0,0,0.444444444444444,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5.5,0.46875,17,5,17,0,17,0,0,1,0.785714285714286,2,36,20,6.8,0.431654676258993,79,20,63,96,108,0,18,5,0.357894736842105,1
3,4,1,0,1,0,0,0,0,0,0,2,3,36,20,6.8,0.431654676258993,79,20,63,96,108,0,18,5,0.357894736842105,1
2,2,0,0,0,0,0,0,0,0,0,2,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,5,36,15,21.3333333333333,0.972789115646258,24,286,0,1,132,0,0,715,1.52380952380952,2
2,2,0,0,0,0,0,0,0,0,0,2,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6.8,0.431654676258993,79,20,63,96,108,0,18,5,0.357894736842105,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0
15,21.3333333333333,0.972789115646258,24,286,0,1,132,0,0,715,1.52380952380952,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8.44444444444444,0.7875,17,21,10,0,36,0,0,15,1.05555555555556,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,0,1,0,0,0,0,0,0,2,4,37,2,2,0,0,0,0,0,0,0,0,0,2,9
2,2,0,0,0,0,0,0,0,0,0,2,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,6,37,2,2,0,0,0,0,0,0,0,0,0,2,8
2,2,0,0,0,0,0,0,0,0,0,2,7,37,4,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,5
2,2,0,0,0,0,0,0,0,0,0,2,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6.33333333333333,0.476190476190476,33,10,17,30,39,0,4,2,0.575757575757576,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5.45454545454545,0.391304347826087,28,6,31,16,22,0,3,1,0.545454545454545,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6.8,0.5625,28,12,22,3,40,0,3,5,0.755555555555556,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0
9,12.8888888888889,0.96,7,56,0,0,21,0,0,70,1.61111111111111,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,38,6,4.66666666666667,0.428571428571429,8,2,4,0,6,0,0,0,0.933333333333333,3
2,2,0,0,0,0,0,0,0,0,0,2,9,38,3,4,1,0,1,0,0,0,0,0,0,2,7
2,2,0,0,0,0,0,0,0,0,0,2,10,38,7,4.57142857142857,0.375,10,2,4,3,7,0,0,0,0.761904761904762,1
7,4.57142857142857,0.375,10,2,4,3,7,0,0,0,0.761904761904762,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5.33333333333333,0.666666666666667,6,4,0,1,6,0,0,1,1.06666666666667,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4.66666666666667,0.428571428571429,8,2,4,0,6,0,0,0,0.933333333333333,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,0.428571428571429,4,1,0,1,2,0,0,0,1,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,0.375,5,1,2,0,2,0,0,0,1,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,0,1,0,0,0,0,0,0,2,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6.5,0.615384615384615,15,8,9,0,24,0,0,2,0.928571428571429,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4.5,0.352941176470588,11,2,4,5,7,0,0,0,0.642857142857143,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,1,0,20,0,0,0,0,0,15,2,3,40,12,4.66666666666667,0.27906976744186,31,4,32,18,21,0,0,1,0.424242424242424,1
5,8,1,0,10,0,0,0,0,0,5,2,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0,3,0,1,0,0,0,0,0,1,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,6,40,6,5.33333333333333,0.666666666666667,6,4,0,1,6,0,0,1,1.06666666666667,4
3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,6,40,2,2,0,0,0,0,0,0,0,0,0,2,8
3,4,1,0,1,0,0,0,0,0,0,2,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,40,3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,6
2,2,0,0,0,0,0,0,0,0,0,2,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4.66666666666667,0.27906976744186,31,4,32,18,21,0,0,1,0.424242424242424,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5.33333333333333,0.631578947368421,7,4,3,0,6,0,0,1,1.06666666666667,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3.33333333333333,0,6,0,2,4,0,0,0,0,0.666666666666667,3,41,2,2,0,0,0,0,0,0,0,0,0,2,16
6,5.33333333333333,0.666666666666667,6,4,0,1,6,0,0,1,1.06666666666667,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0,3,0,1,0,0,0,0,0,1,5,41,2,2,0,0,0,0,0,0,0,0,0,2,10
3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,0,1,0,0,0,0,0,0,2,7,41,6,10,1,0,20,0,0,0,0,0,15,2,2
2,2,0,0,0,0,0,0,0,0,0,2,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,41,2,2,0,0,0,0,0,0,0,0,0,2,8
2,2,0,0,0,0,0,0,0,0,0,2,10,41,8,6.5,0.697674418604651,13,10,4,2,18,0,0,5,0.928571428571429,1
2,2,0,0,0,0,0,0,0,0,0,2,11,41,3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,5
8,6.5,0.697674418604651,13,10,4,2,18,0,0,5,0.928571428571429,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,1,0,20,0,0,0,0,0,15,2,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,0,1,0,0,0,0,0,0,2,3,42,3,4,1,0,1,0,0,0,0,0,0,2,4
3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,4,42,9,8.88888888888889,0.789473684210526,16,20,0,0,48,0,0,10,1.11111111111111,2
3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,7,42,9,8.88888888888889,0.789473684210526,16,20,0,0,48,0,0,10,1.11111111111111,2
2,2,0,0,0,0,0,0,0,0,0,2,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,10,42,2,2,0,0,0,0,0,0,0,0,0,2,5
2,2,0,0,0,0,0,0,0,0,0,2,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,15,42,11,20,1,0,165,0,0,0,0,0,330,2,1
2,2,0,0,0,0,0,0,0,0,0,2,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0
11,20,1,0,165,0,0,0,0,0,330,2,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8.88888888888889,0.789473684210526,16,20,0,0,48,0,0,10,1.11111111111111,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,3,43,3,4,1,0,1,0,0,0,0,0,0,2,4
3,4,1,0,1,0,0,0,0,0,0,2,4,43,3,4,1,0,1,0,0,0,0,0,0,2,4
2,2,0,0,0,0,0,0,0,0,0,2,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,1,0,4,0,0,0,0,0,1,2,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,0,1,0,0,0,0,0,0,2,3,44,11,16.7272727272727,0.975609756097561,9,120,0,0,36,0,0,210,1.67272727272727,1
3,4,1,0,1,0,0,0,0,0,0,2,4,44,10,14.8,0.969230769230769,8,84,0,0,28,0,0,126,1.64444444444444,2
3,4,1,0,1,0,0,0,0,0,0,2,4,44,2,2,0,0,0,0,0,0,0,0,0,2,6
2,2,0,0,0,0,0,0,0,0,0,2,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,12,44,0,0,0,0,0,0,0,0,0,0,0,0,0
11,16.7272727272727,0.975609756097561,9,120,0,0,36,0,0,210,1.67272727272727,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14.8,0.969230769230769,8,84,0,0,28,0,0,126,1.64444444444444,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,1,0,35,0,0,0,0,0,35,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,1,0,10,0,0,0,0,0,5,2,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,5,45,2,2,0,0,0,0,0,0,0,0,0,2,4
2,2,0,0,0,0,0,0,0,0,0,2,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,2,46,5,5.6,0.8,3,4,0,0,3,0,0,1,1.4,2
2,2,0,0,0,0,0,0,0,0,0,2,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,4,46,2,2,0,0,0,0,0,0,0,0,0,2,4
2,2,0,0,0,0,0,0,0,0,0,2,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,6,46,2,2,0,0,0,0,0,0,0,0,0,2,5
2,2,0,0,0,0,0,0,0,0,0,2,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5.33333333333333,0.631578947368421,7,4,3,0,6,0,0,1,1.06666666666667,1,47,5,8,1,0,10,0,0,0,0,0,5,2,1
5,5.6,0.8,3,4,0,0,3,0,0,1,1.4,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,0,1,0,0,0,0,0,0,2,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,1,0,10,0,0,0,0,0,5,2,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6.4,0.789473684210526,4,5,0,0,2,0,2,1,1.6,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,0,1,0,0,0,0,0,0,2,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4.8,0.6,4,2,0,0,4,0,0,0,1.2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,1,0,4,0,0,0,0,0,1,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,6,50,2,2,0,0,0,0,0,0,0,0,0,2,3
2,2,0,0,0,0,0,0,0,0,0,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0
