"y","ave_degree","transitivity","motif_3_1","motif_3_2","motif_4_1","motif_4_2","motif_4_3","motif_4_4","motif_4_5","motif_4_6","density","community_id","week","next_y","next_ave_degree","next_transitivity","next_motif_3_1","next_motif_3_2","next_motif_4_1","next_motif_4_2","next_motif_4_3","next_motif_4_4","next_motif_4_5","next_motif_4_6","next_density","next_community_id"
2,2,0,0,0,0,0,0,0,0,0,2,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,7,44,8,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,4
2,2,0,0,0,0,0,0,0,0,0,2,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,44,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6.8,0.6,24,12,16,4,42,0,0,5,0.755555555555556,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5.14285714285714,0.631578947368421,7,4,0,4,6,0,0,1,0.857142857142857,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,1,0,4,0,0,0,0,0,1,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,5,45,40,8.88888888888889,0.789473684210526,16,20,0,0,48,0,0,10,1.11111111111111,1
4,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,5,45,26,5.77777777777778,0.5625,14,6,0,7,19,0,0,1,0.722222222222222,2
6,4,1,0,1,0,0,0,0,0,0,2,6,45,26,5.77777777777778,0.5625,14,6,0,7,19,0,0,1,0.722222222222222,2
2,2,0,0,0,0,0,0,0,0,0,2,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,8,45,40,8.88888888888889,0.789473684210526,16,20,0,0,48,0,0,10,1.11111111111111,1
40,8.88888888888889,0.789473684210526,16,20,0,0,48,0,0,10,1.11111111111111,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5.77777777777778,0.5625,14,6,0,7,19,0,0,1,0.722222222222222,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4.8,0.6,4,2,0,0,4,0,0,0,1.2,3,46,50,10,0.84375,20,36,12,0,52,0,0,35,1.11111111111111,2
8,3.2,0,4,0,1,2,0,0,0,0,0.8,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,1,0,1,0,0,0,0,0,0,2,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,6,46,20,5,0.6,8,4,0,5,6,0,0,1,0.714285714285714,3
4,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,6,46,20,5.71428571428571,0.625,9,5,0,2,12,0,0,1,0.952380952380952,4
4,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,6,46,4,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,5
6,4,1,0,1,0,0,0,0,0,0,2,7,46,50,10,0.84375,20,36,12,0,52,0,0,35,1.11111111111111,2
6,4,1,0,1,0,0,0,0,0,0,2,7,46,20,5.71428571428571,0.625,9,5,0,2,12,0,0,1,0.952380952380952,4
2,2,0,0,0,0,0,0,0,0,0,2,8,46,30,5.45454545454545,0.391304347826087,28,6,22,12,31,0,0,1,0.545454545454545,1
30,5.45454545454545,0.391304347826087,28,6,22,12,31,0,0,1,0.545454545454545,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0
50,10,0.84375,20,36,12,0,52,0,0,35,1.11111111111111,2,47,60,7.5,0.4921875,65,21,46,82,91,2,14,7,0.5,1
20,5,0.6,8,4,0,5,6,0,0,1,0.714285714285714,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5.71428571428571,0.625,9,5,0,2,12,0,0,1,0.952380952380952,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,5,47,60,7.5,0.4921875,65,21,46,82,91,2,14,7,0.5,1
4,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,5,47,2,2,0,0,0,0,0,0,0,0,0,2,6
6,4,1,0,1,0,0,0,0,0,0,2,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,7,47,160,21.3333333333333,0.972789115646258,24,286,0,1,132,0,0,715,1.52380952380952,2
2,2,0,0,0,0,0,0,0,0,0,2,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,10,47,2,2,0,0,0,0,0,0,0,0,0,2,9
60,7.5,0.4921875,65,21,46,82,91,2,14,7,0.5,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0
160,21.3333333333333,0.972789115646258,24,286,0,1,132,0,0,715,1.52380952380952,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,0.375,5,1,2,0,2,0,0,0,1,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,4,48,76,8.44444444444444,0.475409836065574,96,29,63,124,162,2,28,9,0.496732026143791,1
6,4,1,0,1,0,0,0,0,0,0,2,5,48,2,2,0,0,0,0,0,0,0,0,0,2,8
2,2,0,0,0,0,0,0,0,0,0,2,6,48,78,13,0.909747292418773,25,84,8,2,84,0,0,126,1.18181818181818,3
2,2,0,0,0,0,0,0,0,0,0,2,6,48,2,2,0,0,0,0,0,0,0,0,0,2,5
2,2,0,0,0,0,0,0,0,0,0,2,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0
76,8.44444444444444,0.475409836065574,96,29,63,124,162,2,28,9,0.496732026143791,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0
50,7.69230769230769,0.631578947368421,42,24,38,11,91,0,0,16,0.641025641025641,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0
78,13,0.909747292418773,25,84,8,2,84,0,0,126,1.18181818181818,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3.2,0,6,0,4,0,0,0,0,0,0.8,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,5,49,22,7.33333333333333,0.882352941176471,4,10,0,0,6,0,0,5,1.46666666666667,3
2,2,0,0,0,0,0,0,0,0,0,2,5,49,8,3.2,0,6,0,4,0,0,0,0,0,0.8,4
2,2,0,0,0,0,0,0,0,0,0,2,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,9,49,20,5,0.391304347826087,14,3,8,4,13,0,0,0,0.714285714285714,1
2,2,0,0,0,0,0,0,0,0,0,2,10,49,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,0.391304347826087,14,3,8,4,13,0,0,0,0.714285714285714,1,50,10,3.33333333333333,0,6,0,2,4,0,0,0,0,0.666666666666667,3
18,5.14285714285714,0.666666666666667,6,4,1,6,3,0,0,1,0.857142857142857,2,50,40,7.27272727272727,0.625,27,15,12,8,55,0,0,6,0.727272727272727,1
22,7.33333333333333,0.882352941176471,4,10,0,0,6,0,0,5,1.46666666666667,3,50,4,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,9
8,3.2,0,6,0,4,0,0,0,0,0,0.8,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0
40,7.27272727272727,0.625,27,15,12,8,55,0,0,6,0.727272727272727,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,0.3,7,1,2,2,3,0,0,0,0.8,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3.33333333333333,0,6,0,2,4,0,0,0,0,0.666666666666667,3,51,18,5.14285714285714,0.545454545454545,10,4,3,2,9,0,0,1,0.857142857142857,3
30,10,1,0,20,0,0,0,0,0,15,2,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0
20,8,1,0,10,0,0,0,0,0,5,2,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3.2,0,3,0,0,2,0,0,0,0,0.8,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,0.6,2,1,0,0,1,0,0,0,1.33333333333333,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,1,0,1,0,0,0,0,0,0,2,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.66666666666667,0,1,0,0,0,0,0,0,0,1.33333333333333,9,51,16,5.33333333333333,0.666666666666667,6,4,0,1,6,0,0,1,1.06666666666667,4
2,2,0,0,0,0,0,0,0,0,0,2,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,11,51,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,13,51,24,6.85714285714286,0.769230769230769,9,10,4,0,12,0,0,5,1.14285714285714,1
2,2,0,0,0,0,0,0,0,0,0,2,14,51,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,2,17,51,16,4.57142857142857,0.375,10,2,3,6,4,0,1,0,0.761904761904762,2
