id,conversation_id,date,user_id,username,mentions,hashtags
1389899456737267714,1389899456737267714,2021-05-05,2316881120,marcos_mxcx,[],['dogecoin']
1389879697102688257,1389839542350270464,2021-05-05,157264425,icantfaptothis,[],[]
1389872425467326468,1387896979129135106,2021-05-05,48799943,toghyani,[],[]
1389856595958374401,1389856595958374401,2021-05-05,30325257,thecryptolark,[],['dogecoin']
1389854137416880131,1389854137416880131,2021-05-05,77805847,twistinreality,[],"['dogecoin', 'hold']"
1389849814544752640,1389849814544752640,2021-05-05,794468508381782016,buslifenz,[],['dogecoin']
1389843226429845505,1389843226429845505,2021-05-05,3301155978,zdnyfrhn_,"[{'screen_name': 'dogecoin', 'name': 'dogecoin', 'id': '2235729541'}]",[]
1389834889495670786,1389834889495670786,2021-05-05,1147661495280390144,cerberu21014829,[],['dogecoin']
1389831951272620032,1389831951272620032,2021-05-05,1030282926498435073,davincixvi,[],[]
1389826838352912384,1389822568979476483,2021-05-05,162332929,kiwicyclo,[],"['newzealand', 'kiwi', 'dogecoin']"
1389822786500059139,1389822724231548930,2021-05-05,288669119,rapragasa,[],[]
1389820378827169793,1389820378827169793,2021-05-05,23140070,razorsandvines,[],"['doge', 'dogecoin', 'dogecoinarmy', 'dogecointothemoon', 'dogearmy']"
1389819710188007431,1389819710188007431,2021-05-05,77805847,twistinreality,[],['dogecoin']
1389819037991923712,1389644622129885184,2021-05-05,1953389582,fkoppenhagen,[],[]
1389812625714802692,1389812625714802692,2021-05-05,932505606874787841,codetwizz,[],[]
1389810469771304960,1389810469771304960,2021-05-05,77805847,twistinreality,[],['dogecoin']
1389802503223582723,1389802503223582723,2021-05-05,172128335,diegdez,[],"['doge', 'dogecoin', 'dogecointothemoon']"
1389800498321149952,1389793018274795520,2021-05-05,23140070,razorsandvines,[],[]
1389799684319760390,1389799684319760390,2021-05-05,114678906,omgitssolu,[],"['dogecoin', 'dogecointothemoon', 'newzealand']"
1389798376691036173,1389798376691036173,2021-05-05,1375651697339494401,cryptokiwi9,[],"['doge', 'dogecoin', 'dogecointothemoon', 'dogetoken', 'usa', 'uk', 'india', 'nigeria', 'europe', 'canada', 'mexico', 'brazil', 'philippines', 'thailand', 'china', 'malaysia', 'africa', 'japan', 'australia', 'pakistan']"
1389797030617251847,1389796258353541122,2021-05-05,95377193,morondozanthony,[],['dogecoin']
1389796960798867458,1389796601930072068,2021-05-05,1306821801964572672,unclebo05435478,[],[]
1389795884314075140,1389795884314075140,2021-05-05,1289394424225595392,jayjdice,[],"['dogecoin', 'dogefam', 'dogefather']"
1389793701346496519,1389793701346496519,2021-05-05,1308355570617909250,praetoriannz,[],"['dogecoin', 'maythe4thbewithyou']"
1389793397527912451,1389793397527912451,2021-05-05,939056388239536128,jdxnz,[],[]
1389790017845878785,1389790017845878785,2021-05-05,351764253,abodnz,[],['dogecoin']
1389786428553396225,1389786428553396225,2021-05-05,338005792,officialmikeyh,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[]
1389783430666276866,1389783430666276866,2021-05-05,1289394424225595392,jayjdice,[],"['dogecoin', 'snlmay8', 'snldoge']"
1389782785259413504,1389782785259413504,2021-05-05,1381033742,devhussle,[],[]
1389778858401013763,1389778858401013763,2021-05-05,23140070,razorsandvines,[],"['dogecoin', 'doge', 'dogearmy']"
1389746517364281348,1389719161098567682,2021-05-05,1306821801964572672,unclebo05435478,[],"['dogecoin', 'doge']"
1392182230383013888,1392182230383013888,2021-05-12,1372340074180976643,tyler_james90,[],"['cryptocurrency', 'altcoins', 'sensoriumgalaxy']"
1392179555998261248,1392179555998261248,2021-05-12,1372340074180976643,tyler_james90,[],"['cryptocurrency', 'investvoyager']"
1391998051762515968,1391998051762515968,2021-05-11,754026205767147520,tokujira97,[],[]
1391855432155734024,1391855432155734024,2021-05-11,4855029755,carlotresero,[],[]
1391834377919766529,1391833938251837441,2021-05-11,269870677,suavelyunsubtle,[],[]
1391833524479533057,1391833524479533057,2021-05-11,14773632,mangetout,[],[]
